id,hashtags
347,"#drip,#slay"
348,"#dead,#savage,#shook"
349,"#fomo,#goat,#mood,#slay"
350,"#mood,#savage,#shook"
351,"#drip,#savage"
352,"#drip,#lit,#shook"
353,"#dead,#drip,#mood,#shook"
354,"#goat,#savage,#slay"
355,"#lit,#shook"
356,"#fomo,#goat,#mood,#slay"
357,"#drip,#mood,#shook"
358,"#dead,#fomo"
359,"#goat,#mood,#savage,#slay"
360,"#dead,#goat,#shook"
361,"#bet,#fomo,#goat,#mood"
362,"#fomo,#mood,#savage"
363,"#goat,#lit,#shook"
364,"#dead,#savage,#shook"
365,"#bet,#dead,#fomo"
366,"#drip,#goat,#lit,#shook"
367,"#bet,#goat"
368,"#drip,#savage"
369,"#goat,#lit,#mood"
370,"#fomo,#shook,#slay"
371,"#dead,#goat,#mood,#slay"
372,"#lit,#savage,#shook"
373,"#bet,#dead,#fomo,#shook"
374,"#fomo,#lit,#shook,#slay"
375,"#dead,#goat"
376,"#bet,#mood"
377,"#bet,#dead"
378,"#dead,#mood"
379,"#bet,#dead,#savage,#shook"
380,"#bet,#goat"
381,"#bet,#drip"
382,"#dead,#shook"
383,"#mood,#savage,#shook,#slay"
384,"#bet,#drip,#shook"
385,"#drip,#goat,#lit,#slay"
386,"#dead,#drip,#fomo,#goat"
387,"#lit,#mood,#savage,#shook"
388,"#savage,#shook"
389,"#fomo,#shook"
390,"#bet,#drip,#goat,#savage"
391,"#fomo,#slay"
392,"#bet,#slay"
393,"#drip,#savage"
394,"#fomo,#goat,#savage"
395,"#bet,#mood"
396,"#goat,#mood,#shook"
397,"#bet,#drip,#fomo,#slay"
398,"#bet,#mood,#shook"
399,"#goat,#lit,#mood,#savage"
400,"#goat,#mood"
401,"#savage,#shook"
402,"#dead,#fomo,#goat,#shook"
403,"#bet,#drip"
404,"#bet,#dead,#fomo,#slay"
405,"#dead,#lit,#shook,#slay"
406,"#dead,#mood,#savage,#shook"
407,"#dead,#shook"
408,"#drip,#goat,#lit"
409,"#dead,#mood"
410,"#mood,#savage,#slay"
411,"#drip,#fomo"
412,"#drip,#mood,#shook,#slay"
413,"#drip,#fomo,#lit,#savage"
414,"#bet,#mood"
415,"#bet,#drip,#mood,#shook"
416,"#bet,#lit"
417,"#fomo,#savage,#shook"
418,"#fomo,#savage,#slay"
419,"#drip,#savage,#slay"
420,"#dead,#drip,#slay"
421,"#lit,#savage,#shook,#slay"
422,"#fomo,#lit,#slay"
423,"#bet,#fomo,#slay"
424,"#bet,#goat"
425,"#goat,#slay"
426,"#bet,#goat"
427,"#dead,#fomo,#goat,#savage"
428,"#bet,#goat,#mood"
429,"#dead,#fomo,#lit"
430,"#goat,#lit,#shook"
431,"#bet,#dead,#shook"
432,"#lit,#slay"
433,"#mood,#shook"
434,"#drip,#goat,#mood"
435,"#bet,#dead,#fomo"
436,"#savage,#shook,#slay"
437,"#fomo,#shook,#slay"
438,"#drip,#lit,#mood,#savage"
439,"#goat,#slay"
440,"#dead,#goat,#lit,#slay"
441,"#fomo,#slay"
442,"#shook,#slay"
443,"#fomo,#lit,#mood"
444,"#bet,#fomo,#shook,#slay"
445,"#drip,#lit,#savage"
446,"#dead,#fomo,#lit,#savage"
447,"#bet,#lit,#mood,#slay"
448,"#drip,#mood,#savage"
449,"#bet,#dead,#goat,#lit"
450,"#dead,#lit,#mood,#shook"
451,"#bet,#shook,#slay"
452,"#drip,#mood,#savage"
453,"#bet,#lit,#shook"
454,"#dead,#goat,#savage"
455,"#fomo,#mood"
456,"#bet,#goat"
457,"#fomo,#goat"
458,"#goat,#lit"
459,"#drip,#shook"
460,"#bet,#drip,#fomo"
461,"#drip,#goat"
462,"#fomo,#slay"
463,"#fomo,#goat,#savage,#shook"
464,"#fomo,#slay"
465,"#bet,#lit"
466,"#drip,#lit,#mood,#savage"
467,"#mood,#shook"
468,"#dead,#mood,#savage,#shook"
469,"#drip,#lit,#mood,#savage"
470,"#bet,#lit"
471,"#bet,#dead,#fomo,#shook"
472,"#dead,#goat,#slay"
473,"#bet,#dead,#mood"
474,"#bet,#savage"
475,"#fomo,#goat,#savage,#slay"
476,"#dead,#goat,#savage,#slay"
477,"#bet,#dead"
478,"#dead,#drip,#goat"
479,"#dead,#shook,#slay"
480,"#drip,#mood,#slay"
481,"#dead,#drip,#lit"
482,"#bet,#savage"
483,"#bet,#dead,#savage,#shook"
484,"#dead,#savage,#shook,#slay"
485,"#drip,#savage,#shook"
486,"#dead,#fomo,#slay"
487,"#dead,#savage"
488,"#fomo,#lit,#savage"
489,"#dead,#goat,#shook,#slay"
490,"#dead,#drip,#lit,#slay"
491,"#lit,#savage"
492,"#bet,#savage,#slay"
493,"#dead,#savage,#slay"
494,"#bet,#drip,#savage,#slay"
495,"#drip,#goat,#lit,#savage"
496,"#dead,#fomo,#lit,#mood"
497,"#goat,#lit"
498,"#drip,#fomo,#shook"
499,"#fomo,#savage"
500,"#bet,#shook"

